question,answer
How many credit hours are required for the minor in General Political Science at SMU?,The minor in General Political Science requires a total of 15 credit hours.
What are the requirements for a minor in Political Thought at SMU?,"The minor in Political Thought includes courses in political theory, philosophy, and the history of political thought."
How many credit hours are required for the minor in Political Thought at SMU?,The minor in Political Thought requires a total of 15 credit hours.
What are the requirements for a minor in Psychology at SMU?,"The minor in Psychology requires foundational courses in general psychology, research methods, and electives in various psychology topics."
How many credit hours are required for the minor in Psychology at SMU?,The minor in Psychology requires a total of 18 credit hours.
What are the requirements for a minor in Public Policy and International Affairs at SMU?,"The minor in Public Policy and International Affairs includes courses in public policy analysis, international affairs, and related topics in economics and political science."
How many credit hours are required for the minor in Public Policy and International Affairs at SMU?,The minor in Public Policy and International Affairs requires a total of 15 credit hours.
What are the requirements for a minor in Religious Studies at SMU?,"The minor in Religious Studies includes courses in religious texts, history of religions, and electives in various religious studies topics."
How many credit hours are required for the minor in Religious Studies at SMU?,The minor in Religious Studies requires a total of 15 credit hours.
What are the requirements for a minor in Jewish Studies at SMU?,"The minor in Jewish Studies includes courses in Jewish history, culture, and religion, with electives focusing on various aspects of Judaism."
How many credit hours are required for the minor in Jewish Studies at SMU?,The minor in Jewish Studies requires a total of 15 credit hours.
What are the requirements for a minor in Sociology at SMU?,"The minor in Sociology requires foundational courses in sociological theory, research methods, and electives in various sociology topics."
How many credit hours are required for the minor in Sociology at SMU?,The minor in Sociology requires a total of 15 credit hours.
What are the requirements for a minor in Statistics and Data Science at SMU?,"The minor in Statistics and Data Science includes courses in probability, statistical methods, and electives in advanced statistical science topics."
How many credit hours are required for the minor in Statistics and Data Science at SMU?,The minor in Statistics and Data Science requires a total of 15 credit hours.
What are the requirements for a minor in Women's and Gender Studies at SMU?,"The minor in Women's and Gender Studies includes courses in gender theory, women's history, and related topics in social sciences and humanities."
How many credit hours are required for the minor in Women's and Gender Studies at SMU?,The minor in Women's and Gender Studies requires a total of 15 credit hours.
What are the requirements for a minor in Arabic at SMU?,"The minor in Arabic includes courses in Arabic language proficiency, literature, and culture."
How many credit hours are required for the minor in Arabic at SMU?,The minor in Arabic requires a total of 15 credit hours.
What are the requirements for a minor in Chinese at SMU?,"The minor in Chinese requires courses in Chinese language proficiency, literature, and culture."
How many credit hours are required for the minor in Chinese at SMU?,The minor in Chinese requires a total of 15 credit hours.
What are the requirements for a minor in French at SMU?,"The minor in French requires courses in French language proficiency, literature, and culture."
How many credit hours are required for the minor in French at SMU?,The minor in French requires a total of 15 credit hours.
What are the requirements for a minor in German at SMU?,"The minor in German requires courses in German language proficiency, literature, and culture."
How many credit hours are required for the minor in German at SMU?,The minor in German requires a total of 15 credit hours.
What are the requirements for a minor in International Film Studies at SMU?,"The minor in International Film Studies includes courses in film history, theory, and analysis, with a focus on international cinema."
How many credit hours are required for the minor in International Film Studies at SMU?,The minor in International Film Studies requires a total of 15 credit hours.
What are the requirements for a minor in Italian at SMU?,"The minor in Italian requires courses in Italian language proficiency, literature, and culture."
How many credit hours are required for the minor in Italian at SMU?,The minor in Italian requires a total of 15 credit hours.
What are the requirements for a minor in Italian Area Studies at SMU?,"The minor in Italian Area Studies includes courses in Italian history, culture, and politics, with electives focusing on various aspects of Italian studies."
How many credit hours are required for the minor in Italian Area Studies at SMU?,The minor in Italian Area Studies requires a total of 15 credit hours.
What are the requirements for a minor in Japanese at SMU?,"The minor in Japanese requires courses in Japanese language proficiency, literature, and culture."
How many credit hours are required for the minor in Japanese at SMU?,The minor in Japanese requires a total of 15 credit hours.
What are the requirements for a minor in Latin at SMU?,"The minor in Latin requires courses in Latin language proficiency, literature, and culture."
How many credit hours are required for the minor in Latin at SMU?,The minor in Latin requires a total of 15 credit hours.
What are the requirements for a minor in Russian Area Studies at SMU?,"The minor in Russian Area Studies includes courses in Russian history, culture, and politics, with electives focusing on various aspects of Russian studies."
How many credit hours are required for the minor in Russian Area Studies at SMU?,The minor in Russian Area Studies requires a total of 15 credit hours.
What are the requirements for a minor in Spanish at SMU?,"The minor in Spanish requires courses in Spanish language proficiency, literature, and culture."
How many credit hours are required for the minor in Spanish at SMU?,The minor in Spanish requires a total of 15 credit hours.
What are the requirements for a minor in General Business at SMU?,"The minor in General Business includes courses in accounting, finance, marketing, management, and other business-related fields."
How many credit hours are required for the minor in General Business at SMU?,The minor in General Business requires a total of 18 credit hours.
What are the requirements for a minor in Computer Science at SMU?,"The minor in Computer Science includes foundational courses in programming, data structures, and algorithms, with electives in various computer science topics."
How many credit hours are required for the minor in Computer Science at SMU?,The minor in Computer Science requires a total of 18 credit hours.
What are the requirements for a minor in Environmental Engineering at SMU?,"The minor in Environmental Engineering includes courses in environmental science, engineering principles, and electives in environmental topics."
How many credit hours are required for the minor in Environmental Engineering at SMU?,The minor in Environmental Engineering requires a total of 18 credit hours.
What are the requirements for a minor in Management Science at SMU?,"The minor in Management Science includes courses in operations research, probability, and statistics, with electives in various management science topics."
How many credit hours are required for the minor in Management Science at SMU?,The minor in Management Science requires a total of 18 credit hours.
What are the requirements for a minor in Advertising at SMU?,"The minor in Advertising includes courses in advertising principles, creative strategies, and media planning."
How many credit hours are required for the minor in Advertising at SMU?,The minor in Advertising requires a total of 18 credit hours.
What are the requirements for a minor in Art at SMU?,"The minor in Art includes courses in studio art practices, art history, and electives in various art techniques and mediums."
How many credit hours are required for the minor in Art at SMU?,The minor in Art requires a total of 18 credit hours.
What are the requirements for a minor in Art History at SMU?,"The minor in Art History includes courses in art history, analysis, and upper-level electives in various art historical periods and themes."
How many credit hours are required for the minor in Art History at SMU?,The minor in Art History requires a total of 18 credit hours.
What are the requirements for a minor in Church Music at SMU?,"The minor in Church Music includes courses in music theory, choral techniques, and electives in various aspects of church music."
How many credit hours are required for the minor in Church Music at SMU?,The minor in Church Music requires a total of 18 credit hours.
What are the requirements for a minor in Corporate Communication and Public Affairs at SMU?,"The minor in Corporate Communication and Public Affairs includes courses in communication theory, public relations, and strategic communication."
How many credit hours are required for the minor in Corporate Communication and Public Affairs at SMU?,The minor in Corporate Communication and Public Affairs requires a total of 18 credit hours.
What are the requirements for a minor in Creative Computing at SMU?,"The minor in Creative Computing includes courses in computer science, digital art, and interdisciplinary electives integrating creative coding and digital media."
How many credit hours are required for the minor in Creative Computing at SMU?,The minor in Creative Computing requires a total of 18 credit hours.
What are the requirements for a minor in Dance Performance at SMU?,"The minor in Dance Performance includes courses in dance technique, choreography, and dance history."
How many credit hours are required for the minor in Dance Performance at SMU?,The minor in Dance Performance requires a total of 18 credit hours.
What are the requirements for a minor in Film and Media Arts at SMU?,"The minor in Film and Media Arts includes courses in film history, production, and theory, with upper-level electives in various aspects of film and media studies."
How many credit hours are required for the minor in Film and Media Arts at SMU?,The minor in Film and Media Arts requires a total of 18 credit hours.
What are the requirements for a minor in Graphic Design at SMU?,"The minor in Graphic Design includes courses in design principles, digital media, and electives in various graphic design techniques and projects."
How many credit hours are required for the minor in Graphic Design at SMU?,The minor in Graphic Design requires a total of 18 credit hours.
What are the requirements for a minor in Journalism at SMU?,"The minor in Journalism includes core courses in reporting, media law, and multimedia journalism, with electives in various journalism topics."
How many credit hours are required for the minor in Journalism at SMU?,The minor in Journalism requires a total of 18 credit hours.
What are the requirements for a minor in Music at SMU?,"The minor in Music includes courses in music theory, musicology, musicianship, and private instrumental or vocal studies."
How many credit hours are required for the minor in Music at SMU?,The minor in Music requires a total of 18 credit hours.
What are the requirements for a minor in Music Industry Practices at SMU?,"The minor in Music Industry Practices includes courses in music business, recording techniques, and music production."
How many credit hours are required for the minor in Music Industry Practices at SMU?,The minor in Music Industry Practices requires a total of 18 credit hours.
What are the requirements for a minor in Songwriting at SMU?,"The minor in Songwriting includes courses in music theory, composition, and lyric writing."
How many credit hours are required for the minor in Songwriting at SMU?,The minor in Songwriting requires a total of 18 credit hours.
What are the requirements for a minor in Nonprofit and Arts Leadership at SMU?,"The minor in Nonprofit and Arts Leadership includes courses in nonprofit management, arts administration, and electives in leadership and organizational behavior."
How many credit hours are required for the minor in Nonprofit and Arts Leadership at SMU?,The minor in Nonprofit and Arts Leadership requires a total of 18 credit hours.
What are the requirements for a minor in Photography at SMU?,"The minor in Photography includes courses in digital and analog photography, photo editing, and electives in various photography techniques and projects."
How many credit hours are required for the minor in Photography at SMU?,The minor in Photography requires a total of 18 credit hours.
What are the requirements for a minor in Writing Across the Arts at SMU?,"The minor in Writing Across the Arts includes courses in creative writing, literary analysis, and electives in various writing techniques and genres."
How many credit hours are required for the minor in Writing Across the Arts at SMU?,The minor in Writing Across the Arts requires a total of 18 credit hours.
What are the requirements for a minor in Applied Physiology at SMU?,"The minor in Applied Physiology includes courses in human physiology, exercise science, and electives in related fields."
How many credit hours are required for the minor in Applied Physiology at SMU?,The minor in Applied Physiology requires a total of 18 credit hours.
What are the requirements for a minor in Sport Management at SMU?,"The minor in Sport Management includes courses in sport management, marketing, finance, and law, focusing on the business aspects of sport."
How many credit hours are required for the minor in Sport Management at SMU?,The minor in Sport Management requires a total of 18 credit hours.
What are the requirements for a minor in Educational Studies at SMU?,"The minor in Educational Studies includes courses in educational psychology, teaching methods, and field experiences, with electives in various educational topics."
How many credit hours are required for the minor in Educational Studies at SMU?,The minor in Educational Studies requires a total of 18 credit hours.
What are the requirements for a minor in Aerospace Studies (Air Force ROTC) at SMU?,"The minor in Aerospace Studies includes courses in military science, leadership, and aerospace studies, with practical training and field experiences."
How many credit hours are required for the minor in Aerospace Studies (Air Force ROTC) at SMU?,The minor in Aerospace Studies requires a total of 18 credit hours.
